,loss,mean_squared_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_root_mean_squared_error
0,15.004429817199707,0.176588237285614,0.42022401094436646,14.420612335205078,0.5218188166618347,0.7223702669143677
1,13.514984130859375,0.16391845047473907,0.40486839413642883,12.99948501586914,0.521844744682312,0.7223882079124451
2,12.120397567749023,0.1586131751537323,0.3982626795768738,11.659242630004883,0.5191003084182739,0.7204861044883728
3,10.812213897705078,0.1549328714609146,0.39361512660980225,10.412116050720215,0.5192990303039551,0.7206241488456726
4,9.596832275390625,0.15401048958301544,0.3924417197704315,9.247296333312988,0.5185576677322388,0.7201094627380371
5,8.464798927307129,0.1527504324913025,0.3908330202102661,8.170222282409668,0.5187944173812866,0.7202738523483276
6,7.416265487670898,0.15158438682556152,0.3893384039402008,7.172564506530762,0.5182712078094482,0.7199105620384216
7,6.451348781585693,0.15123075246810913,0.38888394832611084,6.2618231773376465,0.5184749960899353,0.7200520038604736
8,5.571942329406738,0.15090857446193695,0.38846954703330994,5.431028842926025,0.5180510878562927,0.719757616519928
9,4.770644187927246,0.150422140955925,0.38784292340278625,4.678299427032471,0.5180215835571289,0.71973717212677
10,4.045705318450928,0.15025968849658966,0.38763347268104553,4.000073432922363,0.5179537534713745,0.7196899652481079
11,3.397566080093384,0.14996306598186493,0.3872506618499756,3.400768995285034,0.5179454684257507,0.7196842432022095
12,2.8260269165039062,0.14989741146564484,0.3871658444404602,2.8716609477996826,0.5179454684257507,0.7196842432022095
13,2.3242056369781494,0.14978888630867004,0.3870256841182709,2.4170658588409424,0.5178838968276978,0.7196415066719055
14,1.8964821100234985,0.1496128886938095,0.3867982029914856,2.032329559326172,0.5177889466285706,0.7195754051208496
15,1.537280797958374,0.14957746863365173,0.3867523968219757,1.7150155305862427,0.5177661776542664,0.7195596694946289
16,1.2456022500991821,0.1495635211467743,0.3867344260215759,1.4628046751022339,0.5177756547927856,0.7195663452148438
17,1.0172449350357056,0.14955253899097443,0.3867202401161194,1.2747631072998047,0.5178231000900269,0.719599187374115
18,0.8540080785751343,0.14960676431655884,0.38679033517837524,1.1487724781036377,0.5177889466285706,0.7195755839347839
19,0.7470311522483826,0.14958153665065765,0.3867577314376831,1.062839150428772,0.5177584290504456,0.7195542454719543
20,0.6630312204360962,0.14957168698310852,0.38674497604370117,0.9824774265289307,0.5177546739578247,0.7195517420768738
21,0.589179515838623,0.14956428110599518,0.3867354094982147,0.9173697233200073,0.5177346467971802,0.7195377945899963
22,0.5259052515029907,0.14954741299152374,0.38671359419822693,0.8585639595985413,0.5177448987960815,0.7195448875427246
23,0.4704677164554596,0.14955872297286987,0.3867282271385193,0.8072503805160522,0.5177363753318787,0.7195390462875366
24,0.42131561040878296,0.14952953159809113,0.38669049739837646,0.7618904113769531,0.5177375674247742,0.7195398807525635
25,0.37784191966056824,0.1495213806629181,0.3866799473762512,0.7206936478614807,0.5177438259124756,0.7195441722869873
26,0.3381345272064209,0.1495548039674759,0.38672319054603577,0.6841497421264648,0.5177124738693237,0.7195223569869995
27,0.3033987581729889,0.14953605830669403,0.3866989314556122,0.6521164774894714,0.5177369117736816,0.71953946352005
28,0.27283236384391785,0.1495322734117508,0.3866940438747406,0.6241269707679749,0.5177587270736694,0.719554603099823
29,0.24651697278022766,0.14955392479896545,0.38672199845314026,0.60056072473526,0.517702579498291,0.7195155620574951
30,0.2247025966644287,0.1495465785264969,0.38671252131462097,0.5814122557640076,0.5176767706871033,0.719497561454773
31,0.2066456824541092,0.1495768278837204,0.38675162196159363,0.5648795962333679,0.5177409648895264,0.7195421457290649
32,0.191922128200531,0.14956489205360413,0.3867362141609192,0.5538031458854675,0.5178208947181702,0.7195978164672852
33,0.1823180913925171,0.14955861866474152,0.38672804832458496,0.5459504127502441,0.5177756547927856,0.719566285610199
34,0.175932377576828,0.149542436003685,0.3867071866989136,0.541963517665863,0.5177080035209656,0.7195191979408264
